Student_ID,Name,Age,Gender,Interests,Strengths,Skills,Math,Physics,Chemistry,Biology,English,Computer_Science,History,Attendance_pct,Learning_Style,Average_Marks,Personality,Goals,Budget,Suggested_Career,Recommended_Course,Scholarship_Option
453,Student_00453,15,Other,Business,Analysis,Python;Public Speaking;UI Design,61,67,51,66,41,95,73,72.7,Kinesthetic,64.86,Introvert,Get a good job,Low,Research Scientist,Data Science Intro,Arts Talent Scholarship
454,Student_00454,16,Male,Technology,Problem Solving,Marketing,100,66,83,50,43,79,60,67.3,Visual,68.71,Extrovert,Develop new skills,Low,Entrepreneur,Data Science Intro,Need-based Aid
455,Student_00455,19,Female,Medicine,Problem Solving,Biology,55,88,78,77,55,71,72,90.1,Reading/Writing,70.86,Introvert,Start a business,Low,Entrepreneur,Biology 101,Need-based Aid
456,Student_00456,15,Female,Science,Analysis,Biology;Python;Marketing,75,77,83,46,55,88,75,86.1,Auditory,71.29,Extrovert,Develop new skills,Medium,Data Analyst,Machine Learning Basics,STEM Scholarship
457,Student_00457,16,Female,Arts,Creativity,Java;SQL;Public Speaking,42,40,92,69,93,79,58,86.1,Auditory,67.57,Introvert,Get a good job,Medium,Teacher,Business Management,Arts Talent Scholarship
458,Student_00458,20,Female,Sports,Leadership,Marketing;Python;Drawing,87,74,76,44,59,45,65,87.9,Auditory,64.29,Ambivert,Start a business,Medium,Designer,Business Management,Arts Talent Scholarship
459,Student_00459,19,Other,Technology,Logical Thinking,Marketing;Biology,82,60,61,53,69,78,61,60.6,Auditory,66.29,Ambivert,Get a good job,High,Civil Engineer,Python Basics,National Merit Scholarship
460,Student_00460,16,Female,Design,Analysis,Statistics;Machine Learning;UI Design,74,41,97,93,92,82,68,86.9,Kinesthetic,78.14,Extrovert,Start a business,Medium,Doctor,Machine Learning Basics,National Merit Scholarship
461,Student_00461,15,Female,Business,Creativity,Python;Biology,87,41,88,57,83,98,85,74.3,Visual,77.0,Ambivert,Start a business,High,Designer,Data Science Intro,Need-based Aid
462,Student_00462,19,Male,Technology,Analysis,UI Design;Excel;Biology,40,52,92,80,65,47,95,71.1,Reading/Writing,67.29,Introvert,Higher studies,High,Doctor,Python Basics,STEM Scholarship
463,Student_00463,15,Male,Technology,Leadership,SQL,86,90,57,52,94,83,41,99.7,Kinesthetic,71.86,Ambivert,Develop new skills,Low,Mechanical Engineer,Math Foundations,National Merit Scholarship
464,Student_00464,19,Female,Medicine,Communication,Machine Learning,73,69,71,63,73,88,42,95.4,Auditory,68.43,Introvert,Start a business,Medium,Research Scientist,Biology 101,Arts Talent Scholarship
465,Student_00465,14,Female,Sports,Communication,Excel,91,41,87,54,84,67,44,96.7,Auditory,66.86,Introvert,Start a business,Medium,Data Analyst,Math Foundations,National Merit Scholarship
466,Student_00466,14,Female,Medicine,Problem Solving,Machine Learning;Physics;Marketing,55,46,70,55,61,93,43,92.9,Auditory,60.43,Introvert,Develop new skills,Low,Civil Engineer,Business Management,National Merit Scholarship
467,Student_00467,15,Male,Science,Analysis,UI Design;Statistics,90,48,43,98,91,68,43,72.1,Reading/Writing,68.71,Introvert,Get a good job,High,Software Engineer,Business Management,National Merit Scholarship
468,Student_00468,18,Female,Medicine,Problem Solving,Java;Biology;Excel,90,82,79,40,69,64,69,91.8,Visual,70.43,Extrovert,Get a good job,Medium,Research Scientist,Graphic Design,STEM Scholarship
469,Student_00469,15,Male,Science,Leadership,Statistics;Excel;Biology,97,76,48,80,72,56,62,76.8,Reading/Writing,70.14,Introvert,Higher studies,Low,Software Engineer,Python Basics,STEM Scholarship
470,Student_00470,18,Other,Medicine,Leadership,Physics;Marketing;Excel,96,74,89,49,49,70,59,84.1,Kinesthetic,69.43,Extrovert,Get a good job,High,Doctor,Python Basics,STEM Scholarship
471,Student_00471,22,Other,Science,Analysis,Biology;UI Design,80,98,52,90,44,61,52,86.7,Reading/Writing,68.14,Ambivert,Start a business,High,Entrepreneur,Business Management,Arts Talent Scholarship
472,Student_00472,20,Female,Arts,Problem Solving,Python;Public Speaking,54,98,40,80,54,84,54,78.7,Auditory,66.29,Introvert,Develop new skills,High,Entrepreneur,Machine Learning Basics,Need-based Aid
473,Student_00473,17,Female,Arts,Problem Solving,Python;Statistics,62,41,75,47,49,58,68,67.8,Kinesthetic,57.14,Introvert,Get a good job,Low,Designer,Graphic Design,STEM Scholarship
474,Student_00474,17,Female,Arts,Communication,Biology;Drawing;UI Design,41,51,93,56,98,46,41,93.3,Auditory,60.86,Extrovert,Get a good job,Medium,Designer,Graphic Design,Need-based Aid
475,Student_00475,17,Female,Business,Logical Thinking,SQL,91,79,96,67,96,85,44,64.7,Auditory,79.71,Introvert,Higher studies,High,Mechanical Engineer,Math Foundations,Arts Talent Scholarship
476,Student_00476,19,Other,Medicine,Logical Thinking,Python,88,79,77,52,94,74,58,91.6,Kinesthetic,74.57,Introvert,Get a good job,High,Teacher,Machine Learning Basics,STEM Scholarship
477,Student_00477,22,Other,Design,Creativity,Statistics;Public Speaking;Excel,44,50,72,64,88,96,81,90.0,Kinesthetic,70.71,Extrovert,Develop new skills,Low,Entrepreneur,Math Foundations,Arts Talent Scholarship
478,Student_00478,22,Other,Design,Logical Thinking,Public Speaking;Marketing,77,65,80,98,90,77,81,61.5,Auditory,81.14,Introvert,Develop new skills,Low,Mechanical Engineer,Data Science Intro,Arts Talent Scholarship
479,Student_00479,20,Female,Arts,Communication,SQL;Statistics,48,88,45,58,68,73,62,69.2,Visual,63.14,Extrovert,Start a business,Medium,Civil Engineer,Biology 101,Need-based Aid
480,Student_00480,20,Female,Design,Communication,Java;Python,51,68,54,56,81,44,62,96.1,Kinesthetic,59.43,Ambivert,Get a good job,Medium,Designer,Python Basics,National Merit Scholarship
481,Student_00481,15,Female,Science,Leadership,Physics,52,83,61,56,59,87,92,90.7,Kinesthetic,70.0,Introvert,Higher studies,High,Research Scientist,Graphic Design,National Merit Scholarship
482,Student_00482,18,Female,Business,Analysis,Excel;Machine Learning,40,70,81,72,88,100,49,94.6,Auditory,71.43,Introvert,Higher studies,Medium,Designer,Business Management,Need-based Aid
483,Student_00483,21,Female,Maths,Communication,Java,89,100,84,66,53,68,68,94.1,Visual,75.43,Extrovert,Higher studies,High,Doctor,Graphic Design,National Merit Scholarship
484,Student_00484,21,Other,Business,Communication,Java,67,83,88,65,88,89,84,81.5,Kinesthetic,80.57,Ambivert,Get a good job,High,Software Engineer,Data Science Intro,STEM Scholarship
485,Student_00485,19,Other,Medicine,Analysis,Java,44,74,64,52,70,46,61,82.8,Reading/Writing,58.71,Ambivert,Start a business,Low,Doctor,Python Basics,STEM Scholarship
486,Student_00486,14,Other,Design,Problem Solving,Biology,44,98,64,58,53,54,58,86.4,Visual,61.29,Extrovert,Get a good job,Medium,Research Scientist,Python Basics,STEM Scholarship
487,Student_00487,19,Female,Medicine,Creativity,Drawing,74,66,70,87,44,64,97,94.6,Auditory,71.71,Introvert,Start a business,Medium,Civil Engineer,Data Science Intro,Arts Talent Scholarship
488,Student_00488,17,Other,Design,Communication,Python,49,68,44,92,65,78,91,69.9,Kinesthetic,69.57,Ambivert,Develop new skills,Medium,Civil Engineer,Business Management,National Merit Scholarship
489,Student_00489,15,Female,Design,Communication,UI Design;Marketing;Java,79,92,91,94,51,66,55,67.2,Reading/Writing,75.43,Extrovert,Develop new skills,High,Doctor,Math Foundations,National Merit Scholarship
490,Student_00490,20,Other,Science,Creativity,Marketing,96,80,74,58,82,98,44,87.9,Auditory,76.0,Extrovert,Develop new skills,High,Data Analyst,Graphic Design,National Merit Scholarship
491,Student_00491,15,Other,Business,Analysis,Drawing;Marketing,53,72,42,69,41,44,80,87.8,Reading/Writing,57.29,Extrovert,Start a business,High,Mechanical Engineer,Machine Learning Basics,STEM Scholarship
492,Student_00492,20,Male,Science,Communication,UI Design,98,48,60,82,87,69,71,78.5,Visual,73.57,Ambivert,Higher studies,High,Civil Engineer,Data Science Intro,Need-based Aid
493,Student_00493,18,Male,Arts,Problem Solving,Statistics;Drawing;Marketing,47,74,87,65,50,44,82,90.5,Kinesthetic,64.14,Introvert,Develop new skills,Medium,Doctor,Data Science Intro,National Merit Scholarship
494,Student_00494,22,Male,Design,Logical Thinking,Machine Learning,91,73,81,82,85,82,97,64.1,Kinesthetic,84.43,Extrovert,Get a good job,High,Software Engineer,Python Basics,Need-based Aid
495,Student_00495,17,Male,Business,Creativity,Statistics,41,66,41,40,61,92,52,87.2,Visual,56.14,Introvert,Get a good job,High,Doctor,Math Foundations,STEM Scholarship
496,Student_00496,14,Female,Maths,Communication,SQL;Machine Learning,52,79,53,99,74,65,100,77.1,Auditory,74.57,Introvert,Get a good job,Medium,Entrepreneur,Data Science Intro,National Merit Scholarship
497,Student_00497,20,Other,Business,Problem Solving,Biology;Public Speaking,54,44,82,92,57,81,79,74.8,Visual,69.86,Introvert,Develop new skills,Medium,Civil Engineer,Python Basics,STEM Scholarship
498,Student_00498,18,Male,Business,Logical Thinking,Java;Machine Learning;Drawing,61,51,80,88,96,84,60,99.1,Reading/Writing,74.29,Introvert,Start a business,Low,Civil Engineer,Biology 101,STEM Scholarship
499,Student_00499,22,Other,Science,Creativity,Excel,88,97,47,59,55,87,67,90.3,Visual,71.43,Introvert,Higher studies,Medium,Civil Engineer,Graphic Design,STEM Scholarship
500,Student_00500,16,Female,Sports,Logical Thinking,Biology,99,86,78,100,68,87,96,73.1,Kinesthetic,87.71,Extrovert,Get a good job,High,Mechanical Engineer,Math Foundations,Arts Talent Scholarship
501,Student_00501,14,Male,Business,Communication,Biology,74,43,98,98,82,55,91,87.5,Auditory,77.29,Ambivert,Develop new skills,High,Entrepreneur,Data Science Intro,Need-based Aid
502,Student_00502,14,Male,Design,Problem Solving,Python,80,49,100,53,48,45,51,83.7,Auditory,60.86,Introvert,Get a good job,Medium,Civil Engineer,Graphic Design,STEM Scholarship
503,Student_00503,17,Male,Medicine,Creativity,Biology;Marketing;Machine Learning,76,68,80,52,57,95,90,79.2,Kinesthetic,74.0,Extrovert,Develop new skills,Low,Civil Engineer,Biology 101,Need-based Aid
504,Student_00504,22,Other,Medicine,Creativity,Python;Java,67,94,45,88,98,98,59,83.8,Auditory,78.43,Ambivert,Higher studies,Medium,Mechanical Engineer,Biology 101,Arts Talent Scholarship
505,Student_00505,21,Female,Medicine,Leadership,Public Speaking;Statistics;Physics,48,85,70,52,49,98,52,60.2,Kinesthetic,64.86,Extrovert,Develop new skills,Medium,Mechanical Engineer,Math Foundations,Arts Talent Scholarship
506,Student_00506,20,Female,Technology,Logical Thinking,Statistics;Java;Python,98,47,64,99,76,50,52,90.5,Kinesthetic,69.43,Ambivert,Start a business,High,Civil Engineer,Math Foundations,Arts Talent Scholarship
507,Student_00507,14,Other,Medicine,Analysis,Biology;UI Design;Public Speaking,42,98,92,63,80,85,83,61.1,Auditory,77.57,Extrovert,Develop new skills,High,Doctor,Graphic Design,STEM Scholarship
508,Student_00508,16,Male,Maths,Problem Solving,UI Design;Java;Machine Learning,85,77,97,45,73,98,52,95.0,Auditory,75.29,Extrovert,Start a business,High,Teacher,Business Management,Need-based Aid
509,Student_00509,18,Other,Medicine,Logical Thinking,Statistics,80,76,89,91,62,92,49,70.8,Auditory,77.0,Ambivert,Develop new skills,High,Teacher,Python Basics,STEM Scholarship
510,Student_00510,21,Male,Maths,Problem Solving,Java;SQL;UI Design,81,58,86,67,50,51,63,67.5,Auditory,65.14,Introvert,Develop new skills,Low,Research Scientist,Python Basics,Need-based Aid
511,Student_00511,17,Male,Sports,Problem Solving,Drawing;Biology;Marketing,97,95,66,68,80,98,79,64.4,Auditory,83.29,Introvert,Start a business,Low,Mechanical Engineer,Python Basics,Arts Talent Scholarship
512,Student_00512,15,Female,Science,Leadership,Public Speaking,71,83,88,46,40,43,57,90.1,Visual,61.14,Ambivert,Get a good job,Low,Designer,Business Management,National Merit Scholarship
513,Student_00513,20,Other,Technology,Analysis,Physics;Excel,67,61,63,83,96,61,60,92.7,Kinesthetic,70.14,Ambivert,Develop new skills,Medium,Software Engineer,Graphic Design,Arts Talent Scholarship
514,Student_00514,15,Male,Design,Logical Thinking,UI Design;Drawing,41,78,47,95,73,57,100,88.0,Auditory,70.14,Extrovert,Develop new skills,High,Civil Engineer,Business Management,Need-based Aid
515,Student_00515,17,Male,Business,Problem Solving,Physics;Python;UI Design,83,68,54,78,71,65,87,84.5,Visual,72.29,Extrovert,Develop new skills,Medium,Data Analyst,Math Foundations,Need-based Aid
516,Student_00516,18,Other,Sports,Logical Thinking,SQL,96,76,90,94,85,72,42,65.1,Visual,79.29,Extrovert,Develop new skills,Low,Civil Engineer,Python Basics,Need-based Aid
517,Student_00517,22,Male,Sports,Creativity,Machine Learning,84,45,46,67,85,41,50,97.2,Kinesthetic,59.71,Extrovert,Start a business,Low,Teacher,Math Foundations,Need-based Aid
518,Student_00518,15,Other,Arts,Leadership,UI Design;Public Speaking;Statistics,90,84,61,95,54,99,76,90.7,Visual,79.86,Ambivert,Start a business,Medium,Mechanical Engineer,Math Foundations,Need-based Aid
519,Student_00519,17,Male,Technology,Problem Solving,Statistics;UI Design,45,61,87,77,99,52,87,97.7,Kinesthetic,72.57,Introvert,Start a business,Medium,Software Engineer,Graphic Design,National Merit Scholarship
520,Student_00520,22,Male,Medicine,Analysis,Physics;Machine Learning,99,90,48,73,82,78,77,68.9,Reading/Writing,78.14,Introvert,Develop new skills,Medium,Doctor,Machine Learning Basics,Arts Talent Scholarship
521,Student_00521,17,Female,Design,Creativity,Marketing;Drawing;Python,78,60,59,72,84,47,57,99.9,Reading/Writing,65.29,Ambivert,Higher studies,Medium,Teacher,Math Foundations,Need-based Aid
522,Student_00522,14,Female,Arts,Logical Thinking,UI Design,99,91,54,84,87,43,99,94.6,Auditory,79.57,Extrovert,Develop new skills,Medium,Doctor,Python Basics,Need-based Aid
523,Student_00523,19,Female,Design,Communication,Java;Statistics,73,86,58,58,84,99,52,88.0,Reading/Writing,72.86,Introvert,Higher studies,Medium,Software Engineer,Machine Learning Basics,Arts Talent Scholarship
524,Student_00524,21,Other,Arts,Leadership,Public Speaking,84,70,58,97,49,53,53,92.2,Auditory,66.29,Ambivert,Get a good job,Medium,Data Analyst,Math Foundations,STEM Scholarship
525,Student_00525,20,Female,Arts,Problem Solving,Physics,70,51,100,43,47,72,81,73.5,Reading/Writing,66.29,Introvert,Develop new skills,Low,Software Engineer,Python Basics,STEM Scholarship
526,Student_00526,20,Female,Technology,Logical Thinking,Drawing;Machine Learning;Java,89,84,90,82,82,45,89,78.5,Reading/Writing,80.14,Extrovert,Develop new skills,Medium,Software Engineer,Python Basics,National Merit Scholarship
527,Student_00527,15,Male,Design,Logical Thinking,SQL;Biology;Python,77,76,76,70,57,84,87,63.8,Auditory,75.29,Extrovert,Develop new skills,High,Mechanical Engineer,Graphic Design,STEM Scholarship
528,Student_00528,15,Female,Maths,Logical Thinking,Drawing;Java;Python,65,75,92,74,90,91,73,79.5,Visual,80.0,Introvert,Get a good job,Low,Doctor,Python Basics,Need-based Aid
529,Student_00529,19,Male,Science,Creativity,Biology;Machine Learning;Drawing,45,75,56,94,88,42,45,99.2,Kinesthetic,63.57,Extrovert,Higher studies,Medium,Software Engineer,Data Science Intro,Arts Talent Scholarship
530,Student_00530,14,Other,Technology,Logical Thinking,Public Speaking;Drawing;Excel,71,84,60,73,98,62,78,81.5,Auditory,75.14,Ambivert,Get a good job,High,Software Engineer,Data Science Intro,National Merit Scholarship
531,Student_00531,17,Male,Technology,Creativity,Excel,75,53,77,62,57,48,86,84.9,Visual,65.43,Ambivert,Start a business,Medium,Mechanical Engineer,Math Foundations,STEM Scholarship
532,Student_00532,20,Female,Maths,Communication,Java;Drawing;SQL,53,44,80,86,57,80,84,85.8,Kinesthetic,69.14,Ambivert,Higher studies,Medium,Doctor,Graphic Design,Need-based Aid
533,Student_00533,20,Male,Sports,Problem Solving,Statistics;SQL,47,83,75,66,44,61,80,63.6,Kinesthetic,65.14,Extrovert,Higher studies,Low,Teacher,Python Basics,National Merit Scholarship
534,Student_00534,20,Male,Medicine,Problem Solving,Drawing,73,86,96,59,77,92,91,79.6,Kinesthetic,82.0,Ambivert,Start a business,High,Teacher,Business Management,National Merit Scholarship
535,Student_00535,14,Male,Business,Analysis,Physics,91,87,83,90,74,75,78,95.3,Reading/Writing,82.57,Extrovert,Higher studies,Medium,Software Engineer,Math Foundations,STEM Scholarship
536,Student_00536,16,Male,Medicine,Leadership,Marketing;Python;Physics,85,89,55,83,78,66,85,78.3,Reading/Writing,77.29,Extrovert,Develop new skills,High,Teacher,Graphic Design,Need-based Aid
537,Student_00537,22,Other,Sports,Communication,Statistics;Marketing;Java,89,60,94,45,80,45,44,89.2,Visual,65.29,Introvert,Get a good job,Low,Teacher,Business Management,Need-based Aid
538,Student_00538,14,Female,Arts,Analysis,SQL;Machine Learning,83,96,74,84,47,65,40,84.7,Visual,69.86,Ambivert,Develop new skills,High,Research Scientist,Math Foundations,Arts Talent Scholarship
539,Student_00539,17,Other,Science,Leadership,Drawing;Machine Learning,99,96,88,73,97,54,51,63.0,Auditory,79.71,Ambivert,Start a business,Low,Mechanical Engineer,Biology 101,Need-based Aid
540,Student_00540,16,Female,Maths,Communication,Biology;SQL;Statistics,58,59,70,58,56,53,40,89.5,Reading/Writing,56.29,Introvert,Start a business,High,Research Scientist,Machine Learning Basics,National Merit Scholarship
541,Student_00541,21,Other,Design,Problem Solving,Python;Excel,69,61,59,62,46,40,62,95.6,Auditory,57.0,Extrovert,Start a business,Low,Data Analyst,Biology 101,Need-based Aid
542,Student_00542,17,Male,Arts,Analysis,Public Speaking,40,49,89,82,56,54,70,75.8,Kinesthetic,62.86,Extrovert,Develop new skills,Low,Research Scientist,Machine Learning Basics,Arts Talent Scholarship
543,Student_00543,15,Female,Design,Creativity,Physics,87,67,40,62,96,95,85,67.9,Auditory,76.0,Extrovert,Get a good job,Low,Mechanical Engineer,Biology 101,Arts Talent Scholarship
544,Student_00544,14,Male,Sports,Analysis,Marketing;Statistics;Java,71,75,71,91,83,85,48,73.0,Reading/Writing,74.86,Ambivert,Develop new skills,Low,Data Analyst,Python Basics,National Merit Scholarship
545,Student_00545,16,Male,Business,Leadership,Machine Learning,55,43,83,93,61,67,78,89.5,Reading/Writing,68.57,Extrovert,Start a business,Medium,Civil Engineer,Python Basics,Need-based Aid
546,Student_00546,17,Other,Arts,Logical Thinking,Drawing;Biology;Marketing,89,47,95,56,84,55,82,92.8,Auditory,72.57,Extrovert,Get a good job,High,Research Scientist,Business Management,STEM Scholarship
547,Student_00547,17,Other,Arts,Creativity,Drawing,65,42,57,52,99,49,67,60.7,Auditory,61.57,Introvert,Get a good job,Medium,Mechanical Engineer,Business Management,Arts Talent Scholarship
548,Student_00548,17,Male,Business,Analysis,Python;SQL,67,81,43,59,47,57,63,71.2,Kinesthetic,59.57,Ambivert,Develop new skills,Low,Entrepreneur,Python Basics,STEM Scholarship
549,Student_00549,14,Male,Science,Logical Thinking,Physics;Biology;Marketing,70,57,98,78,46,67,51,70.1,Reading/Writing,66.71,Extrovert,Start a business,Medium,Data Analyst,Python Basics,National Merit Scholarship
550,Student_00550,22,Male,Business,Communication,Physics;Excel;SQL,78,63,55,81,57,53,77,75.4,Visual,66.29,Introvert,Get a good job,Low,Designer,Data Science Intro,Need-based Aid
551,Student_00551,15,Male,Business,Communication,Public Speaking;Biology;SQL,86,49,42,48,52,66,75,88.5,Kinesthetic,59.71,Extrovert,Develop new skills,High,Data Analyst,Biology 101,National Merit Scholarship
552,Student_00552,21,Female,Science,Creativity,Marketing;Drawing;UI Design,42,76,43,90,84,52,87,92.6,Reading/Writing,67.71,Ambivert,Get a good job,Low,Civil Engineer,Machine Learning Basics,Need-based Aid
553,Student_00553,22,Female,Medicine,Leadership,Biology;Drawing,40,50,76,53,77,84,40,95.2,Reading/Writing,60.0,Ambivert,Start a business,Medium,Designer,Graphic Design,Arts Talent Scholarship
554,Student_00554,22,Male,Arts,Creativity,SQL,55,58,42,80,49,100,96,71.1,Auditory,68.57,Extrovert,Get a good job,High,Designer,Machine Learning Basics,STEM Scholarship
555,Student_00555,22,Male,Science,Logical Thinking,Machine Learning;Excel,63,60,45,100,85,96,75,70.6,Auditory,74.86,Extrovert,Start a business,Medium,Software Engineer,Math Foundations,National Merit Scholarship
556,Student_00556,19,Male,Technology,Creativity,Python;SQL,82,95,89,100,89,77,46,88.9,Reading/Writing,82.57,Ambivert,Start a business,High,Research Scientist,Data Science Intro,Need-based Aid
557,Student_00557,17,Female,Technology,Creativity,Machine Learning;Java;Drawing,68,54,86,86,67,63,49,96.1,Visual,67.57,Extrovert,Higher studies,Medium,Doctor,Machine Learning Basics,STEM Scholarship
558,Student_00558,17,Other,Design,Logical Thinking,Machine Learning,58,41,59,50,96,51,92,75.8,Auditory,63.86,Introvert,Higher studies,Low,Mechanical Engineer,Data Science Intro,Need-based Aid
559,Student_00559,20,Male,Arts,Logical Thinking,Excel,46,64,64,41,47,92,40,90.5,Visual,56.29,Introvert,Higher studies,Low,Teacher,Data Science Intro,National Merit Scholarship
560,Student_00560,14,Male,Business,Logical Thinking,Biology,48,70,88,76,97,68,92,66.5,Kinesthetic,77.0,Extrovert,Higher studies,Low,Software Engineer,Business Management,Arts Talent Scholarship
561,Student_00561,22,Male,Science,Problem Solving,SQL,58,46,72,96,93,66,49,60.0,Auditory,68.57,Introvert,Higher studies,Medium,Mechanical Engineer,Data Science Intro,Arts Talent Scholarship
562,Student_00562,18,Male,Medicine,Logical Thinking,Statistics;Public Speaking;Drawing,47,54,46,58,62,44,79,73.3,Kinesthetic,55.71,Introvert,Get a good job,High,Doctor,Data Science Intro,Need-based Aid
563,Student_00563,22,Female,Arts,Logical Thinking,Drawing;Machine Learning,83,59,79,92,58,62,96,64.2,Reading/Writing,75.57,Ambivert,Start a business,Medium,Data Analyst,Machine Learning Basics,National Merit Scholarship
564,Student_00564,16,Other,Arts,Communication,Java,68,86,90,90,70,92,44,64.5,Reading/Writing,77.14,Ambivert,Start a business,Low,Data Analyst,Graphic Design,STEM Scholarship
565,Student_00565,16,Female,Business,Communication,Java;Public Speaking,84,66,78,90,80,61,48,92.1,Auditory,72.43,Extrovert,Develop new skills,High,Civil Engineer,Business Management,Need-based Aid
566,Student_00566,22,Other,Sports,Analysis,Excel,85,66,73,76,89,84,91,89.9,Visual,80.57,Introvert,Start a business,Low,Designer,Machine Learning Basics,National Merit Scholarship
567,Student_00567,19,Other,Design,Creativity,Python,98,62,63,94,94,95,89,92.8,Kinesthetic,85.0,Extrovert,Higher studies,High,Mechanical Engineer,Data Science Intro,STEM Scholarship
568,Student_00568,17,Male,Arts,Problem Solving,UI Design;Drawing;Java,86,41,84,67,63,43,84,64.2,Visual,66.86,Extrovert,Higher studies,Low,Doctor,Graphic Design,STEM Scholarship
569,Student_00569,15,Male,Maths,Problem Solving,Java;Drawing;Machine Learning,70,87,48,87,73,84,100,72.0,Reading/Writing,78.43,Ambivert,Start a business,Medium,Software Engineer,Graphic Design,National Merit Scholarship
570,Student_00570,16,Male,Science,Leadership,SQL,50,40,65,93,67,83,100,95.0,Kinesthetic,71.14,Ambivert,Start a business,High,Designer,Biology 101,STEM Scholarship
571,Student_00571,18,Male,Medicine,Creativity,Biology;Java;Excel,43,54,65,51,92,87,75,84.2,Visual,66.71,Ambivert,Develop new skills,Medium,Entrepreneur,Math Foundations,Need-based Aid
572,Student_00572,20,Male,Science,Communication,Java;Biology;Marketing,46,46,44,63,78,89,94,73.4,Auditory,65.71,Extrovert,Higher studies,High,Data Analyst,Python Basics,STEM Scholarship
573,Student_00573,14,Female,Sports,Leadership,Machine Learning,99,42,55,57,45,76,76,61.8,Reading/Writing,64.29,Introvert,Get a good job,Medium,Data Analyst,Graphic Design,National Merit Scholarship
574,Student_00574,19,Female,Medicine,Leadership,Physics,88,65,86,62,48,84,83,63.9,Reading/Writing,73.71,Ambivert,Get a good job,High,Doctor,Python Basics,Need-based Aid
575,Student_00575,21,Other,Science,Communication,Drawing,83,69,45,96,80,45,100,88.7,Auditory,74.0,Ambivert,Higher studies,High,Doctor,Business Management,Arts Talent Scholarship
576,Student_00576,21,Male,Business,Communication,Excel;Java,42,97,85,89,83,64,55,68.4,Visual,73.57,Introvert,Develop new skills,Low,Software Engineer,Data Science Intro,Arts Talent Scholarship
577,Student_00577,22,Male,Design,Problem Solving,Physics;Drawing,99,58,50,44,57,76,63,74.1,Visual,63.86,Introvert,Develop new skills,Medium,Civil Engineer,Graphic Design,Need-based Aid
578,Student_00578,16,Male,Design,Problem Solving,Marketing;Java,66,94,79,98,83,48,68,74.7,Kinesthetic,76.57,Extrovert,Get a good job,High,Mechanical Engineer,Business Management,Need-based Aid
579,Student_00579,18,Other,Science,Leadership,Python;Biology;SQL,40,49,94,46,58,64,50,82.8,Visual,57.29,Introvert,Develop new skills,Medium,Data Analyst,Graphic Design,Need-based Aid
580,Student_00580,21,Other,Design,Problem Solving,Drawing,86,46,98,99,65,89,67,68.0,Kinesthetic,78.57,Introvert,Start a business,Medium,Civil Engineer,Data Science Intro,Need-based Aid
581,Student_00581,15,Female,Design,Problem Solving,Drawing;Public Speaking;UI Design,80,53,60,76,42,78,89,75.2,Kinesthetic,68.29,Extrovert,Develop new skills,Low,Software Engineer,Data Science Intro,National Merit Scholarship
582,Student_00582,20,Female,Technology,Logical Thinking,Statistics,49,44,57,65,45,59,95,88.5,Reading/Writing,59.14,Ambivert,Higher studies,High,Teacher,Data Science Intro,National Merit Scholarship
583,Student_00583,15,Female,Business,Communication,Biology,62,100,66,70,70,74,84,91.4,Reading/Writing,75.14,Extrovert,Develop new skills,Low,Research Scientist,Machine Learning Basics,STEM Scholarship
584,Student_00584,15,Other,Arts,Communication,UI Design;Physics;Python,49,97,69,99,49,71,95,72.7,Reading/Writing,75.57,Extrovert,Get a good job,Medium,Doctor,Math Foundations,Need-based Aid
585,Student_00585,15,Male,Sports,Logical Thinking,Java,84,74,89,50,78,64,53,73.9,Auditory,70.29,Ambivert,Get a good job,Medium,Entrepreneur,Python Basics,Arts Talent Scholarship
586,Student_00586,18,Other,Maths,Logical Thinking,Machine Learning;Public Speaking,66,66,62,62,93,74,67,80.9,Kinesthetic,70.0,Introvert,Higher studies,Medium,Mechanical Engineer,Graphic Design,STEM Scholarship
587,Student_00587,22,Other,Arts,Leadership,Java;Marketing,94,82,84,83,67,80,58,88.1,Visual,78.29,Introvert,Get a good job,Low,Software Engineer,Business Management,Need-based Aid
588,Student_00588,15,Female,Maths,Logical Thinking,SQL;Excel,91,42,82,58,94,66,53,68.9,Reading/Writing,69.43,Ambivert,Develop new skills,Low,Designer,Machine Learning Basics,Need-based Aid
589,Student_00589,15,Female,Design,Analysis,UI Design;Java;Python,100,63,90,54,72,58,57,95.2,Kinesthetic,70.57,Extrovert,Develop new skills,High,Designer,Python Basics,Need-based Aid
590,Student_00590,14,Male,Science,Creativity,SQL;Excel,60,61,50,76,67,55,75,98.9,Auditory,63.43,Ambivert,Develop new skills,Low,Mechanical Engineer,Data Science Intro,Need-based Aid
591,Student_00591,16,Female,Business,Leadership,Java,54,46,85,91,48,72,47,85.3,Reading/Writing,63.29,Ambivert,Start a business,High,Doctor,Graphic Design,STEM Scholarship
592,Student_00592,15,Male,Science,Analysis,Machine Learning,89,77,49,41,79,85,74,96.8,Visual,70.57,Ambivert,Develop new skills,Low,Doctor,Biology 101,Arts Talent Scholarship
593,Student_00593,16,Male,Sports,Communication,SQL,93,55,86,89,91,90,64,90.8,Visual,81.14,Extrovert,Get a good job,Low,Software Engineer,Math Foundations,National Merit Scholarship
